scientificName,decimalLatitude,decimalLongitude,dataset_id,date,aphiaID
Codium fragile subsp. fragile,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.622215271,-70.2649841309,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.5136184692,-71.0769271851,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.622215271,-70.2649841309,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.3877410889,-71.5172653198,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991,370562
Codium fragile subsp. fragile,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007,370562
Codium fragile subsp. fragile,41.6219139099,-70.3953323364,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.6868782043,-71.3929977417,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,41.6074905396,-70.401550293,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.6207427979,-71.4093170166,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.4742660522,-71.3360366821,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.7446212769,-70.6176986694,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,41.6219139099,-70.3953323364,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007,370562
Codium fragile subsp. fragile,41.4742660522,-71.3360366821,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.7446212769,-70.6176986694,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991,370562
Codium fragile subsp. fragile,41.3877410889,-71.5172653198,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.6219139099,-70.3953323364,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.7446212769,-70.6176986694,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,41.6074905396,-70.401550293,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,41.6219139099,-70.3953323364,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
Codium fragile subsp. fragile,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991,370562
Codium fragile subsp. fragile,41.5055007935,-71.3253479004,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991,370562
Codium fragile subsp. fragile,41.4946212769,-71.3963165283,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000,370562
Codium fragile subsp. fragile,39.34,-74.876,805f5624-1265-4447-836d-881c857f11c0,1991,370562
Codium fragile subsp. fragile,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003,370562
Codium fragile subsp. fragile,41.6207427979,-71.4093170166,1618356f-0f62-4cbb-9252-005120e31fb0,2009,370562
